Sample	Input_R1	Input_R2	IP_R1	IP_R2
CPCG0471	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0471_S2_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0471_S2_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0471_S8_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0471_S8_L006_R2_001.fastq.gz
CPCG0472	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0472_S3_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0472_S3_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0472_S9_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L6-SR18509/CPC0472_S9_L006_R2_001.fastq.gz
CPCG0474	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0474_S3_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0474_S3_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0474_S3_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0474_S3_L006_R2_001.fastq.gz
CPCG0482	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0482_S4_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0482_S4_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0482_S4_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0482_S4_L006_R2_001.fastq.gz
CPCG0483	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0483_S5_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0483_S5_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0483_S5_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0483_S5_L006_R2_001.fastq.gz
CPCG0486	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0486_S7_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0486_S7_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0486_S7_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0486_S7_L008_R2_001.fastq.gz
CPCG0487	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0487_S6_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0487_S6_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0487_S6_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0487_S6_L006_R2_001.fastq.gz
CPCG0489	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0489_S7_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0489_S7_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0489_S7_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0489_S7_L006_R2_001.fastq.gz
CPCG0490	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0490_S4_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0490_S4_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0490_S1_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0490_S1_L007_R2_001.fastq.gz
CPCG0496	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0496_S8_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L7-SR18508/InputCPC0496_S8_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0496_S8_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0496_S8_L008_R2_001.fastq.gz
CPCG0498	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0498_S1_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0498_S1_L008_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0498_S6_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0498_S6_L002_R2_001.fastq.gz
CPCG0499	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0499_S5_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0499_S5_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0499_S2_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0499_S2_L007_R2_001.fastq.gz
CPCG0500	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0500_S6_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0500_S6_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0500_S3_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0500_S3_L007_R2_001.fastq.gz
CPCG0502	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0502_S7_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0502_S7_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0502_S4_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0502_S4_L002_R2_001.fastq.gz
CPCG0503	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0503_S2_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0503_S2_L008_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0503_S9_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L8-SR18509/CPC0503_S9_L008_R2_001.fastq.gz
CPCG0504	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0504_S8_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L5-SR18508/InputCPC0504_S8_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0504_S4_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0504_S4_L007_R2_001.fastq.gz
CPCG0507	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L3-S07B/INPUT-CPCG0507_S2_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L3-S07B/INPUT-CPCG0507_S2_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L4-S07B/RIP-CPCG0507_S2_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L4-S07B/RIP-CPCG0507_S2_L004_R2_001.fastq.gz
CPCG0508	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0508_S1_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0508_S1_L006_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0508_S5_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0508_S5_L007_R2_001.fastq.gz
CPCG0509	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0509_S2_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L6-SR18508/InputCPC0509_S2_L006_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0509_S6_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L7-SR18509/CPC0509_S6_L007_R2_001.fastq.gz
CPCG0514	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0514_S8_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L5-S97M/INPUT-CPCG0514_S8_L005_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0514_S8_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L6-S97M/RIP-CPCG0514_S8_L006_R2_001.fastq.gz
CPCG0519	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0519_S1_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0519_S1_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0519_S1_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0519_S1_L003_R2_001.fastq.gz
CPCG0520	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L3-S07B/INPUT-CPCG0520_S3_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L3-S07B/INPUT-CPCG0520_S3_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L4-S07B/RIP-CPCG0520_S3_L004_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/200220_CPC_m6A_MeRIP_16IP_16Input_batch_10/S07B_20200220_X5_AH5YGNCCX2/L4-S07B/RIP-CPCG0520_S3_L004_R2_001.fastq.gz
CPCG0521	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0521_S2_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0521_S2_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0521_S2_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0521_S2_L003_R2_001.fastq.gz
CPCG0522	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0522_S3_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0522_S3_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0522_S3_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0522_S3_L003_R2_001.fastq.gz
CPCG0523	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0523_S4_L007_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191024_X5_BH2MVHCCX2/L7-S97M/INPUT-CPCG0523_S4_L007_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0523_S4_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/191024_CPC_m6A_MeRIP_16IP_16Input_batch_8/S97M_20191025_X1_AH2MGJCCX2/L3-S97M/RIP-CPCG0523_S4_L003_R2_001.fastq.gz
